Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume
CMCSA,Comcast Corporation,0.29242979242979245,0.2779975970921855,0.042310256897114505,0.042310256897113215,0.016725644759584057,0.022630187080814178,0.0868170933873109,0.04465393277001175
ANET,"Arista Networks, Inc.",0.37484737484737485,0.027409267056567856,0.04105355646603372,0.041053556466033696,0.05024918945263614,0.039714644877896256,0.3779689679687928,0.022224252814575077
PGR,Progressive Corporation (The),0.41575091575091583,0.08552278620373303,0.04058680747487002,0.04058680747486964,0.09705452428470637,0.12900482623323467,0.1711144464299785,0.005640870086130704
TJX,"TJX Companies, Inc. (The)",0.2869352869352869,0.05862426108975943,0.03954497393499007,0.03954497393498916,0.03590999346692828,0.0645434128028495,0.1382659924436632,0.011754533763221454
BSX,Boston Scientific Corporation,0.3705738705738706,0.036353075832204575,0.037706984913546945,0.03770698491354626,0.02456227666408091,0.04060461334836832,0.18090208229939786,0.015908048278560353
UBER,"Uber Technologies, Inc.",0.3772893772893773,0.031858106934580604,0.036729593274358964,0.036729593274357715,0.0446083729120612,0.0350672352714241,0.23145626665260158,0.05089233191582211
DE,Deere & Company,0.15018315018315018,0.11127648341677153,0.03356226950032524,0.03356226950032557,0.2422214101404364,0.29012945918552574,0.08077230651375236,0.0032539553900112726
UPS,"United Parcel Service, Inc.",0.2869352869352869,0.09414032163439373,0.030463103083933976,0.0304631030839328,0.08086591289313705,0.10674280560009033,0.047652901292319166,0.008607587723058899
VRTX,Vertex Pharmaceuticals Incorpor,0.3235653235653236,0.039143157203327804,0.028961506010130814,0.02896150601013052,0.23845074835016933,0.29441530026938134,0.12126823729009248,0.002560788009062054
SBUX,Starbucks Corporation,0.23321123321123322,0.05553306190183276,0.028181347150990816,0.028181347150990937,0.04546678430902255,0.06337353792851141,0.06468187187809882,0.01999954443422785
LRCX,Lam Research Corporation,0.373015873015873,0.04258782228496717,0.025942803002701655,0.02594280300270144,0.05928143994782187,0.04635544429946151,0.15893879834964633,0.026810250845713895
MO,"Altria Group, Inc.",0.2606837606837607,0.09565319855980747,0.025601682744140097,0.025601682744139168,0.011974039214559461,0.024683064666533153,0.09867949258855786,0.02039285046055788
SO,Southern Company (The),0.2783882783882784,0.10179922848441973,0.02546178446689352,0.02546178446689284,0.03007796421665505,0.047400316472975934,0.09535520973528666,0.009736892349714404
EQIX,"Equinix, Inc.",0.36813186813186816,0.03118827722371827,0.02506010449976509,0.025060104499764542,0.48487257565719766,0.5864250041421412,0.12242925303802978,0.0007706744498708161
SHW,Sherwin-Williams Company (The),0.25702075702075705,0.038802758777913796,0.024313367333086693,0.024313367333085503,0.16028143744534926,0.21552347158375865,0.1272158901150536,0.003316551100177859
ICE,Intercontinental Exchange Inc.,0.35836385836385837,0.04722682566680953,0.024099777085834682,0.024099777085833916,0.0514799574993154,0.08831318178139869,0.1286206347923763,0.0056950836270053444
CME,CME Group Inc.,0.3656898656898657,0.037421539667898074,0.023994241186064642,0.023994241186064705,0.0969397105303241,0.142819476234106,0.12377479969782337,0.0038521973152167736
APH,Amphenol Corporation,0.4126984126984127,0.03288583966895839,0.02373141429061064,0.023731414290610826,0.0221453381354729,0.03135447259269238,0.17152053955519447,0.013431257473203988
TT,Trane Technologies plc,0.32234432234432236,0.033648821175780615,0.023660584193005117,0.02366058419300512,0.15847519203546565,0.1920776331916951,0.2099601919402604,0.00253786338304299
PH,Parker-Hannifin Corporation,0.2600732600732601,0.04289301414289878,0.02318935326080469,0.023189353260804298,0.28640816013463266,0.347614717109699,0.2121243945499896,0.0013455837923503865
DELL,Dell Technologies Inc.,0.3083028083028083,0.07026898783000032,0.022516340415732767,0.022516340415731573,0.08654167208382989,0.05677246835810008,0.2792063884614203,0.016561977941137163
MSI,"Motorola Solutions, Inc.",0.3089133089133089,0.02972699799195298,0.02174008614598013,0.021740086145979404,0.14923730996020046,0.2489979344060893,0.16911847283550027,0.0013500562589002878
WELL,Welltower Inc.,0.42857142857142855,0.02811711494464913,0.021459159774035192,0.021459159774035265,0.04816977063792414,0.06290588426486741,0.17305915250879675,0.005772094748557811
HCA,"HCA Healthcare, Inc.",0.300976800976801,0.1067887893265917,0.021244673636292774,0.02124467363629179,0.18314524947280772,0.219963504215714,0.10586747185303354,0.002628233557495851
FTNT,"Fortinet, Inc.",0.33211233211233215,0.019368933691896247,0.0205112031146265,0.020511203114626012,0.04561283621209405,0.042705332012309395,0.1885509515482005,0.012870979519190404
TDG,Transdigm Group Incorporated,0.3626373626373626,0.035080228450590105,0.01968092415971757,0.01968092415971755,0.6368665340557422,0.7431402164476625,0.19252086765344958,0.00026623386440822176
AJG,Arthur J. Gallagher & Co.,0.32539682539682535,0.03140133765796523,0.019365234748160116,0.01936523474815992,0.113736147738021,0.17400414209797418,0.1347265854984813,0.0018410959135537087
FDX,FedEx Corporation,0.3376068376068376,0.08597228625888388,0.018056120990513423,0.018056120990512098,0.14252575090552042,0.18206850233556723,0.13950570492968184,0.0041949543529594445
BDX,"Becton, Dickinson and Company",0.2948717948717949,0.04396106461610122,0.017940430420893078,0.017940430420891818,0.12120735098952819,0.17595480397399893,0.06646672492442979,0.0028861144259867814
WMB,"Williams Companies, Inc. (The)",0.2802197802197802,0.04945248848627891,0.017690062624717482,0.01769006262471665,0.01302257783368961,0.019722541683888102,0.1513751006667014,0.015047141992497137
HLT,Hilton Worldwide Holdings Inc.,0.29120879120879123,0.0246719769167362,0.016353043122586935,0.016353043122587053,0.09127096011230018,0.13109680199869117,0.18765145260877533,0.0034382817113080303
DLR,"Digital Realty Trust, Inc.",0.2625152625152625,0.023803509770977376,0.016223181307417626,0.016223181307417445,0.08925998662069895,0.09114084941558442,0.15934998807546705,0.004683804592898852
FCX,"Freeport-McMoRan, Inc.",0.3540903540903541,0.07880797693938549,0.014844913513957884,0.0148449135139574,0.026772255310655614,0.02396549333452816,0.0813707888958274,0.028325900355076154
JCI,Johnson Controls International ,0.19474969474969472,0.0303088708678918,0.014103533025836716,0.01410353302583586,0.03156148687281885,0.04034562552346721,0.10556199256571579,0.010248794261014113
ALL,Allstate Corporation (The),0.3424908424908425,0.051845440223079,0.013452427191839962,0.0134524271918393,0.08410975448422742,0.10191481231243998,0.12427042348142613,0.0035770232230917572
PAYX,"Paychex, Inc.",0.268009768009768,0.023957727496023,0.013144974995624866,0.013144974995624151,0.05821064001467453,0.08256256567879969,0.101103749925063,0.004064631241916831
PWR,"Quanta Services, Inc.",0.34737484737484736,0.02039505207816703,0.012608515769968662,0.01260851576996799,0.15968129458903477,0.16220390321572595,0.22498067881422232,0.0018441525303562502
AXON,"Axon Enterprise, Inc.",0.4462759462759463,0.008133841034082429,0.012514992268524172,0.012514992268524407,0.23423425008058354,0.20919423869222398,0.3804519380336701,0.0012764033692012305
O,Realty Income Corporation,0.42735042735042733,0.03942724150631016,0.011917450731515023,0.011917450731513735,0.02060410033971744,0.03384254420457873,0.05974860595654232,0.01199795310757302
DHI,"D.R. Horton, Inc.",0.22344322344322345,0.05191744722422558,0.011488676298513491,0.011488676298512607,0.09320922601175884,0.09564328143310949,0.13777095441913478,0.006021186432126531
NDAQ,"Nasdaq, Inc.",0.44261294261294265,0.025072014984442437,0.011448504320065134,0.011448504320064796,0.02326499851065527,0.03708199837443709,0.10693124309005364,0.006244989505252546
FAST,Fastenal Company,0.2741147741147741,0.019116546099208636,0.010903104853890068,0.010903104853890313,0.026575809925781447,0.03937357152411149,0.14203176746228358,0.0072730940479220465
PEG,Public Service Enterprise Group,0.29914529914529914,0.03622215350412174,0.010755978482395193,0.010755978482394594,0.029379573486247333,0.04256402748690566,0.11928208683789503,0.005904867011456524
STZ,"Constellation Brands, Inc.",0.2704517704517705,0.035075137761173096,0.010438718773894826,0.010438718773894216,0.11883920185905546,0.17610911024616505,0.07866940304382014,0.002483347756579182
GLW,Corning Incorporated,0.2948717948717949,0.025762989490118085,0.010187367986764477,0.01018736798676353,0.012002740098494283,0.01857087925509258,0.12838333248528136,0.011099305885472506
BKR,Baker Hughes Company,0.2771672771672772,0.03834598950129842,0.010002194888151267,0.010002194888150613,0.016302141489736084,0.017010298380506043,0.12274462505588787,0.016038781699001338
VRSK,"Verisk Analytics, Inc.",0.2954822954822955,0.016714866269269463,0.00975855746928486,0.009758557469283584,0.11349380531761402,0.17238556151754336,0.1401365254959297,0.001771358843594607
EA,Electronic Arts Inc.,0.28815628815628813,0.020547953374018126,0.009657784720622153,0.009657784720621138,0.060034110164026766,0.09380154038786792,0.10095897044080782,0.004636587486020054
VLO,Valero Energy Corporation,0.15995115995115997,0.06365018665918608,0.009287128694601134,0.00928712869460031,0.11270610510622274,0.09376873760882408,0.07733158259283131,0.007695476988555195
LEN,Lennar Corporation,0.300976800976801,0.047055775523208755,0.009215065503278955,0.009215065503278122,0.09382278010725327,0.09742953678434316,0.13356462390405774,0.004671749872168507
IR,Ingersoll Rand Inc.,0.2954822954822955,0.020628688468303787,0.00917963054579863,0.009179630545797823,0.04105308471827348,0.05128310943197724,0.15985138053331532,0.005404141325879409
IQV,"IQVIA Holdings, Inc.",0.278998778998779,0.027363139898949833,0.008758757369205556,0.00875875736920492,0.1522286094652529,0.1591426058978437,0.07511340432366102,0.0023672744274405378
GIS,"General Mills, Inc.",0.2454212454212454,0.03745572400111203,0.008533745762493196,0.008533745762492703,0.028688205639968125,0.04489399386990973,0.052838831504148184,0.008812674194190656
CCL,Carnival Corporation,0.34554334554334554,0.049554317170564806,0.008530888867262673,0.008530888867262937,0.009335465767968865,0.003898017498537539,0.33749608276038207,0.07446847561813262
EFX,"Equifax, Inc.",0.30952380952380953,0.019149276215731044,0.007613015463946469,0.007613015463946272,0.15954288452790305,0.16967558976245486,0.1118685360425617,0.0016951782221432015
UAL,"United Airlines Holdings, Inc.",0.268009768009768,0.06122813941659584,0.00761289601188108,0.007612896011879897,0.04116928796481786,0.030762220889689156,0.2558722052906715,0.017862485575877773
WTW,Willis Towers Watson Public Lim,0.2875457875457875,0.025573879874441367,0.007599139737830103,0.007599139737830284,0.12000953429571579,0.18321911529828544,0.11100202998071763,0.0009733075343017635
TTWO,"Take-Two Interactive Software, ",0.2777777777777778,0.008005683533156904,0.007590514925421407,0.007590514925421062,0.0857437948338032,0.10346590487068724,0.16244594087318995,0.0035171218152360325
HIG,Hartford Financial Services Gro,0.31074481074481075,0.0377422977890068,0.007522322105447024,0.007522322105447187,0.03732271163157834,0.05864767075035274,0.12826471788816732,0.003587659741383238
DXCM,"DexCom, Inc.",0.26495726495726496,0.012913781241700834,0.007379196755996461,0.007379196755996057,0.09783518555410141,0.07399677648826157,0.045528993416028465,0.008133757536222008
ED,"Consolidated Edison, Inc.",0.2875457875457875,0.047212276051921256,0.007357442170733899,0.007357442170733339,0.04033313605711599,0.0619186269768714,0.07209936957237445,0.0041599030138500005
IRM,Iron Mountain Incorporated (Del,0.3272283272283273,0.02136243016486264,0.007251432817725523,0.007251432817725781,0.04150412978596623,0.04855960044906811,0.2009171075731227,0.0032623987292823334
EIX,Edison International,0.3174603174603175,0.053671068698828546,0.00723427589268804,0.007234275892686754,0.032876620888575736,0.04545882835262132,0.10462964963853498,0.004222637062277046
WEC,"WEC Energy Group, Inc.",0.22344322344322345,0.0321795930950317,0.006963691456591747,0.006963691456590557,0.03874629562006972,0.05714006588659215,0.07905055627188473,0.003921309980850602
ANSS,"ANSYS, Inc.",0.44322344322344326,0.012882570977130378,0.006871305238353136,0.006871305238352288,0.1989958597794002,0.23403849777606214,0.12444462314210684,0.0009070505656159993
BRO,"Brown & Brown, Inc.",0.31318681318681324,0.017917160866428895,0.00682340744871736,0.006823407448717207,0.03172603889933963,0.05257439371156878,0.16815736384313598,0.0026437326185886657
CSGP,"CoStar Group, Inc.",0.3192918192918193,0.00803986856461831,0.006779019807794696,0.006779019807794966,0.05062274910427933,0.05299445340721155,0.06989320311666244,0.005072469229428961
GDDY,GoDaddy Inc.,0.2973137973137973,0.014188082840006846,0.006642371000014373,0.006642371000013249,0.06104840683999517,0.07689754985471643,0.272143221238265,0.0030437137012550323
GPN,Global Payments Inc.,0.2838827838827839,0.038485233077005486,0.006543143040301447,0.006543143040300312,0.07357586039407832,0.07738922176138638,0.09158972290820835,0.0046105144882297765
XYL,Xylem Inc.,0.2606837606837607,0.019085997307723545,0.006527194323133666,0.006527194323133911,0.058743207470698236,0.08008181124207446,0.08496568137887314,0.0031328468305148694
HPE,Hewlett Packard Enterprise Comp,0.31440781440781446,0.04250638242625417,0.006516777107597979,0.006516777107598266,0.0049910337057367795,0.004924757113005271,0.11651567853393832,0.03163742704727717
EQR,Equity Residential,0.2735042735042735,0.019865576621957353,0.006358871431494209,0.006358871431493398,0.029088104452482375,0.03991776119905691,0.10194798605714757,0.004105649477219785
ON,ON Semiconductor Corporation,0.13553113553113552,0.026560155330154264,0.00635438078041104,0.006354380780410777,0.0766953274736509,0.05168239567931057,0.08557231035656887,0.015221930502434977
PPG,"PPG Industries, Inc.",0.24358974358974358,0.02767589703526525,0.006354082150247571,0.006354082150247375,0.06724890235657337,0.09291356043647056,0.07292834240495417,0.0033465239194058628
K,Kellanova,0.24847374847374848,0.02158077772880953,0.0063113911019411165,0.006311391101940393,0.018806375818382223,0.03855006792914263,0.10088692751930046,0.006108268513165113
EL,"Estee Lauder Companies, Inc. (T",0.22527472527472528,0.024533783505195632,0.005991026884033018,0.0059910268840333335,0.118372955586531,0.1053915650392829,0.0011825864326787368,0.006527866309363032
MTD,"Mettler-Toledo International, I",0.2606837606837607,0.015110679059173602,0.005771797503860832,0.005771797503860535,1.0,1.0,0.06133332921683384,0.0
DOV,Dover Corporation,0.2606837606837607,0.01964559981395783,0.0057700940676367095,0.005770094067635769,0.08259816608145837,0.11411422374858715,0.12261738494104293,0.001754561567329653
VLTO,Veralto Corp,0.28144078144078144,0.01600207106524781,0.0057140548731693525,0.005714054873169382,0.051911965123940876,0.06317346475976271,0.11590161862203532,0.0039952025691974615
EQT,EQT Corporation,0.3717948717948718,0.02572035170776249,0.005674438471254284,0.005674438471253753,0.026685514845210357,0.02012989688176445,0.11711364090726563,0.015104314278207735
DTE,DTE Energy Company,0.25641025641025644,0.03187992763292661,0.005442940990679076,0.005442940990678568,0.05246471110484597,0.0746235223552292,0.08081152890271953,0.0025314174788591813
ADM,Archer-Daniels-Midland Company,0.1813186813186813,0.03580756954551363,0.005221722609188951,0.005221722609188919,0.034470483723148496,0.04263974265575696,0.030799265085443676,0.008032418172898941
NTAP,"NetApp, Inc.",0.29914529914529914,0.018307742801653676,0.0051975447645790694,0.005197544764578199,0.05053409653606716,0.061877217148421,0.1825712762826895,0.004199311067087329
WST,"West Pharmaceutical Services, I",0.25213675213675213,0.012217716046608174,0.005172995498703373,0.005172995498702105,0.2514459087128386,0.2532307896969488,0.12398562333613032,0.0008609411058974825
PPL,PPL Corporation,0.2594627594627595,0.030628900949658148,0.00515221208361826,0.005152212083617302,0.005954491902325132,0.012758568533707274,0.09077379781795178,0.011851766268254406
EXPE,"Expedia Group, Inc.",0.27289377289377287,0.01931147351264814,0.005085245513752623,0.0050852455137520855,0.09542046349784435,0.08779417661855492,0.19994517579380985,0.005068978305774703
PHM,"PulteGroup, Inc.",0.3247863247863248,0.03435814562447187,0.004767409697895231,0.004767409697894375,0.06647651891800128,0.06468663220719825,0.23118146053566777,0.004843847373563593
FOXA,Fox Corporation,0.32051282051282054,0.028810547281352742,0.004548804330335461,0.004548804330335337,0.013161875335315274,0.017995964039926395,0.14836335896220695,0.007665240197340394
FOX,Fox Corporation,0.32051282051282054,0.028810547281352742,0.004547365928381418,0.004547365928380886,0.01094341801292027,0.016098356022780577,0.14943809913085904,0.0024459009069799378
IFF,International Flavors & Fragran,0.2753357753357753,0.020446125620728835,0.004541551350240202,0.004541551350240404,0.05230398133745072,0.0569665641226224,0.05801703963728266,0.004072709443466407
TSN,"Tyson Foods, Inc.",0.2625152625152625,0.0296688107043591,0.0041596917159196925,0.004159691715918842,0.0256790619510337,0.03378597571679888,0.06904286437337638,0.0061912742644385415
PKG,Packaging Corporation of Americ,0.3302808302808303,0.01862049900697249,0.004101535980168747,0.004101535980167696,0.08480240379701295,0.11832300558399143,0.16262681260244616,0.0011646966354947887
CLX,Clorox Company (The),0.41819291819291826,0.016773053556863347,0.004065333916456011,0.0040653339164554315,0.07429466359400325,0.10285032107822738,0.09573623384421032,0.0026915209589647364
INVH,Invitation Homes Inc.,0.28815628815628813,0.017039485233284617,0.0038631998688500933,0.0038631998688495924,0.011234894224065524,0.017048913140825336,0.08943845209374397,0.007069230976372588
FSLR,"First Solar, Inc.",0.3186813186813187,0.019289406100202734,0.0038137292936867126,0.003813729293686024,0.24859366061042357,0.137345986761821,0.1060180075689987,0.0053364275706141075
LH,Labcorp Holdings Inc.,0.2979242979242979,0.01897326013625785,0.00369053688550155,0.003690536885501871,0.11681695185148021,0.15188282511410175,0.09170436114943539,0.0013299828597154299
IP,International Paper Company,0.2625152625152625,0.02102072555121672,0.0036284398537389843,0.003628439853738481,0.018901810402706696,0.021140306758456334,0.13756405271542055,0.009335178274485881
ESS,"Essex Property Trust, Inc.",0.29914529914529914,0.01487070723716362,0.0036229786546245397,0.0036229786546239594,0.14444935986454352,0.17518353033006479,0.11621791274924773,0.0006420645687817217
PODD,Insulet Corporation,0.4096459096459097,0.009787669215719535,0.003562255943760106,0.003562255943758905,0.22133794195175724,0.16570531768277733,0.07107646726577473,0.001672472396434048
FDS,FactSet Research Systems Inc.,0.28266178266178266,0.012846596802950036,0.0034619603812127767,0.0034619603812125663,0.24085779936836327,0.32212887350785924,0.09958624467505615,0.00030209641154838973
BBY,"Best Buy Co., Inc.",0.23382173382173385,0.026250306627221942,0.0034382360811636642,0.0034382360811627453,0.05180395296070459,0.050590366437428716,0.08565812624571986,0.006109630222775573
PFG,Principal Financial Group Inc,0.04212454212454213,0.006691378174630099,0.0032530119665641947,0.003253011966563341,0.03956011906267105,0.050465966762340796,0.07019328231965277,0.0026827703581831985
OMC,Omnicom Group Inc.,0.30463980463980467,0.024407225689180637,0.0031839201453685347,0.003183920145367512,0.0455056852235398,0.058781291384057,0.08705794170258589,0.003522301500852162
HRL,Hormel Foods Corporation,0.2393162393162393,0.016648176189714065,0.003165586741916217,0.0031655867419159785,0.010686959023657537,0.018281156973531453,0.044961607501745285,0.005544091650558107
BLDR,"Builders FirstSource, Inc.",0.21184371184371184,0.02388738697879311,0.003143580809599401,0.003143580809598587,0.1388641658314317,0.10297920578115013,0.22140635464519934,0.0037756407336629614
JBHT,"J.B. Hunt Transport Services, I",0.23443223443223446,0.018275426978618937,0.0030961900690953488,0.00309619006909494,0.12411504739587145,0.12941514927144823,0.07715060654935713,0.0015576154088031888
DG,Dollar General Corporation,0.2783882783882784,0.02880675812518463,0.0029862381757830053,0.0029862381757831116,0.10256638300902725,0.10132464206796177,0.0030234893084322674,0.007004500904473193
UDR,"UDR, Inc.",0.25641025641025644,0.013996777468845485,0.002841587946060228,0.0028415879460599205,0.015967299668587724,0.02142383052167771,0.09248092485273693,0.00537623699302209
IEX,IDEX Corporation,0.25641025641025644,0.01307597853861793,0.0027674439868594592,0.0027674439868596397,0.11063070598941926,0.15467401161414107,0.07048674107440409,0.0008095230330683933
KIM,Kimco Realty Corporation (HC),0.336996336996337,0.015499057325442626,0.0026777868128126355,0.0026777868128127556,0.004541127773449848,0.006793603540210154,0.08989954496015111,0.010515038477264956
BAX,Baxter International Inc.,0.2759462759462759,0.02675944632466501,0.002457656564980651,0.0024576565649799685,0.019914639000281505,0.02098119132468713,0.03241938214063713,0.01079975085128719
VTRS,Viatris Inc.,0.22344322344322345,0.040162159051576704,0.0024216283911235176,0.002421628391122786,0.0,0.0,0.0896299492095137,0.020464671074113292
FFIV,"F5, Inc.",0.2869352869352869,0.012489726720163947,0.002373588752160094,0.0023735887521598355,0.0908659485720161,0.12528237831383254,0.159886937735055,0.0009342792054732484
DPZ,Domino's Pizza Inc,0.27167277167277165,0.013500898421495914,0.002352700194371592,0.00235270019437031,0.27272735120291286,0.296450383698922,0.10671999839428123,0.001176121775978551
RVTY,"Revvity, Inc.",0.26495726495726496,0.012533425373146952,0.0020434285316709424,0.0020434285316696162,0.08219188694282646,0.0794883243531051,0.05647027033652203,0.0016310598500349548
INCY,Incyte Corporation,0.398046398046398,0.0073866508006784435,0.001910751193991674,0.0019107511939910093,0.038136555511465914,0.041355758925759836,0.06390500379033175,0.00451661762921179
KMX,CarMax Inc,0.2515262515262515,0.01354342588075423,0.001821986177558215,0.0018219861775582598,0.06072867328268636,0.048825992705381266,0.12134688963085284,0.004373080391065455
HST,"Host Hotels & Resorts, Inc.",0.3089133089133089,0.01782042473355322,0.001799324814247201,0.001799324814245907,0.004191614109678135,0.004981817050299073,0.09426670730926501,0.015878921957735638
SWK,"Stanley Black & Decker, Inc.",0.22161172161172163,0.018901980243457045,0.0017222306378898255,0.0017222306378887418,0.06437880374444961,0.058198663033744116,0.08700943923995988,0.003267037766390748
UHS,"Universal Health Services, Inc.",0.32112332112332115,0.02225030952075938,0.001491239584300168,0.0014912395842989774,0.1141864439251544,0.11688200279346767,0.10746358974951589,0.001204064222438241
SOLV,Solventum Corporation,0.25518925518925517,0.020184282826556366,0.001389255517036889,0.0013892555170372251,0.05178857469059188,0.04063258736538478,0.0750559081418778,0.0034761563183745322
ALLE,Allegion plc,0.2857142857142857,0.013262904967264125,0.00137253627183274,0.001372536271831572,0.0683924692473138,0.0832853367201029,0.10355711715071761,0.0014594653540835132
BEN,"Franklin Resources, Inc.",0.32173382173382176,0.019081633726652305,0.001143514310883458,0.0011435143108829008,0.009938185030090238,0.010366730431056365,0.05187159584503982,0.00824008319391954
EMN,Eastman Chemical Company,0.3058608058608059,0.01904963071847567,0.0011130649217676353,0.0011130649217668894,0.05043139527998571,0.058489276385020744,0.09150090531023365,0.001922762070516819
ALB,Albemarle Corporation,0.0,0.0,0.0010473700186814383,0.0010473700186810241,0.17709637915591397,0.10682457272846439,0.01437624715466262,0.005649703501653199
AOS,A.O. Smith Corporation,0.23015873015873017,0.012686123711738922,0.0009088868129073882,0.0009088868129061022,0.03834702866032115,0.04898208770124466,0.09687732860611205,0.0020407636656124854
PNW,Pinnacle West Capital Corporati,0.3015873015873016,0.021189264796983246,0.0008165049496919943,0.0008165049496916036,0.03565041365539925,0.049640116288712156,0.09381946811239152,0.0020423136187755968
ENPH,"Enphase Energy, Inc.",0.0641025641025641,0.007549640666639856,0.0008145131487162716,0.0008145131487151655,0.19304838808489228,0.0945154111796801,0.0,0.009494111055298838
LKQ,LKQ Corporation,0.25518925518925517,0.019398754444038963,0.0007944420910002669,0.000794442090999767,0.02070933484608634,0.028163486490458488,0.04411573750345482,0.003698013677474639
FRT,Federal Realty Investment Trust,0.28815628815628813,0.012176446363758487,0.0007920723362239034,0.0007920723362239869,0.049502130366353786,0.06757733640488972,0.0885370965903476,0.0010896603631911329
AES,The AES Corporation,0.22710622710622713,0.031050759715710394,0.0006899489082176723,0.0006899489082167246,0.008934287830720677,0.005903165524099089,0.01976450923021214,0.01775084048268875
HSIC,"Henry Schein, Inc.",0.25518925518925517,0.013507291575158429,0.000526476579222983,0.0005264765792221394,0.041131025958796086,0.04884627896510397,0.0651942824269259,0.002425516717247346
PARA,Paramount Global,0.21855921855921856,0.02953061543082533,0.0001895892476920556,0.00018958924769161273,0.009368630039646542,0.002629271684207861,0.03751482159226386,0.03219259401426656
CE,Celanese Corporation,0.23565323565323565,0.020264290812496255,0.00014836366469820925,0.00014836366469819944,0.08983463201604332,0.08718166426261754,0.04221085716197947,0.0023414686954051616
