Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,WASPAS Score (W),WSM Score (Q1),WPM Score (Q2),Rank
CRM,"Salesforce, Inc.",0.304029304029304,0.0747712352590548,0.0977877977073573,0.0977877977073568,0.3324659328437853,0.2635793608266684,0.4051938130145868,0.0285126811532278,0.07470057309899186,0.14940114619798373,0.0,16
PGR,Progressive Corporation (The),0.4157509157509158,0.085522786203733,0.04058680747487,0.0405868074748696,0.1363561704375897,0.1813300398700817,0.3702971731291509,0.0108022538382741,0.07267130932929174,0.14534261865858347,0.0,17
ABBV,AbbVie Inc.,0.2759462759462759,0.1932187227918861,0.0921378643296004,0.0921378643296004,0.1316908638486383,0.1305643621831785,0.3622563911663357,0.0310275106901931,0.07226702710903125,0.1445340542180625,0.0,18
CVX,Chevron Corporation,0.2136752136752136,0.29004963856957,0.0752523343846776,0.0752523343846768,0.0394773450540275,0.1045265486515951,0.3751084414173202,0.0710213656710938,0.07078866702773082,0.14157733405546163,0.0,19
CMCSA,Comcast Corporation,0.2924297924297924,0.2779975970921855,0.0423102568971145,0.0423102568971132,0.0166728655116803,0.021763817005093,0.3820092231702595,0.1017485355109606,0.0696214723767454,0.1392429447534908,0.0,20
ANSS,"ANSYS, Inc.",0.4432234432234432,0.0128825709771303,0.0068713052383531,0.0068713052383522,0.1830814876234477,0.2590312746222037,0.3757973225920794,0.0018433363176225,0.06871181313523474,0.13742362627046947,0.0,21
PH,Parker-Hannifin Corporation,0.2600732600732601,0.0428930141428987,0.0231893532608046,0.0231893532608042,0.4173009003866363,0.5031346846411108,0.3711206158324471,0.0023262998404221,0.06719561218104136,0.13439122436208273,0.0,22
MRK,"Merck & Company, Inc.",0.2796092796092796,0.173565965476056,0.0732294733833694,0.0732294733833685,0.0324247058987799,0.0691920777146505,0.3565759954016447,0.0556743282315347,0.06572865835569953,0.13145731671139907,0.0,23
MCD,McDonald's Corporation,0.2692307692307693,0.1075052172793524,0.0615973905253348,0.0615973905253347,0.1456479712371939,0.2229293559302719,0.375202865193369,0.0150250771215979,0.06512774315221635,0.1302554863044327,0.0,24
VRTX,Vertex Pharmaceuticals Incorpor,0.3235653235653236,0.0391431572033278,0.0289615060101308,0.0289615060101305,0.2917026522284134,0.3052257077918606,0.3951174823454296,0.0056655563729103,0.06491735640585307,0.12983471281170614,0.0,25
MSI,"Motorola Solutions, Inc.",0.3089133089133089,0.0297269979919529,0.0217400861459801,0.0217400861459794,0.2686300816050295,0.3629176724742058,0.3852296363654904,0.0049537696545162,0.0642823374368348,0.1285646748736696,0.0,26
CAT,"Caterpillar, Inc.",0.2271062271062271,0.1218592930894206,0.0515678616450334,0.0515678616450325,0.3201713665984506,0.2809224590237382,0.3815264857900618,0.0094256475009378,0.06340517522254613,0.12681035044509226,0.0,27
FDX,FedEx Corporation,0.3376068376068376,0.0859722862588838,0.0180561209905134,0.018056120990512,0.5223927777892436,0.2096319049942427,0.3691010500788859,0.0075939271488556,0.06281599305908266,0.1256319861181653,0.0,28
PM,Philip Morris International Inc,0.304029304029304,0.1180916690107066,0.0565547962425335,0.056554796242533,0.0501429266383078,0.0897455240749842,0.3841884002446584,0.0233160581846016,0.062417912679594095,0.12483582535918819,0.0,29
WELL,Welltower Inc.,0.4285714285714285,0.0281171149446491,0.0214591597740351,0.0214591597740352,0.057173536811843,0.0901417512206013,0.3713487584721148,0.015730770624281,0.06236887623253676,0.12473775246507351,0.0,30
HCA,"HCA Healthcare, Inc.",0.300976800976801,0.1067887893265917,0.0212446736362927,0.0212446736362917,0.1633833758966638,0.2316717309659654,0.3708098869915938,0.0061556412385263,0.062301265096669604,0.12460253019333921,0.0,31
TT,Trane Technologies plc,0.3223443223443223,0.0336488211757806,0.0236605841930051,0.0236605841930051,0.1742418559571697,0.2897938568462236,0.3699437210804238,0.005140903487608,0.062173989908078514,0.12434797981615703,0.0,32
CME,CME Group Inc.,0.3656898656898657,0.037421539667898,0.0239942411860646,0.0239942411860647,0.0962962089513181,0.1800795705616414,0.3788436204394333,0.0099720702030303,0.061699109016132285,0.12339821803226457,0.0,33
APH,Amphenol Corporation,0.4126984126984127,0.0328858396689583,0.0237314142906106,0.0237314142906108,0.0430632346936833,0.0475346397079819,0.4496204800853531,0.0305696322265467,0.061677476181801326,0.12335495236360265,0.0,34
PODD,Insulet Corporation,0.4096459096459097,0.0097876692157195,0.0035622559437601,0.0035622559437589,0.3078246063189533,0.2024509959868108,0.3597999592903105,0.0021682986687753,0.061404760795651575,0.12280952159130315,0.0,35
UBER,"Uber Technologies, Inc.",0.3772893772893773,0.0318581069345806,0.0367295932743589,0.0367295932743577,0.0288590417673132,0.0395777558713049,0.3941192644002203,0.1241322004556665,0.060562909155147476,0.12112581831029495,0.0,36
DIS,Walt Disney Company (The),0.2753357753357753,0.1286381102321147,0.0595132207514663,0.0595132207514661,0.0499033022338705,0.0801580719477647,0.3713849910369607,0.0441635968506864,0.06050503720828549,0.12101007441657098,0.0,37
NDAQ,"Nasdaq, Inc.",0.4426129426129426,0.0250720149844424,0.0114485043200651,0.0114485043200647,0.0271778395013715,0.0530269496075441,0.3706234745885462,0.0129638308432913,0.060100001149310335,0.12020000229862067,0.0,38
PEP,"Pepsico, Inc.",0.2490842490842491,0.129816409322867,0.0615627593807111,0.0615627593807112,0.0573630096067998,0.1122657975035627,0.3869244148971354,0.0333352444243679,0.05999885087296233,0.11999770174592465,0.0,39
PWR,"Quanta Services, Inc.",0.3473748473748473,0.020395052078167,0.0126085157699686,0.0126085157699679,0.2487499034722571,0.2511638210094611,0.3605887043488047,0.0037435469668429,0.059824888342206756,0.11964977668441351,0.0,40
O,Realty Income Corporation,0.4273504273504273,0.0394272415063101,0.011917450731515,0.0119174507315137,0.0278768560159129,0.0332926144589571,0.3872656860083368,0.0222410444581941,0.059382002442354295,0.11876400488470859,0.0,41
CLX,Clorox Company (The),0.4181929181929182,0.0167730535568633,0.004065333916456,0.0040653339164554,0.0334513623907678,0.1216533841372413,0.3635765320354904,0.0054140842763412,0.05899450553818279,0.11798901107636559,0.0,42
BSX,Boston Scientific Corporation,0.3705738705738706,0.0363530758322045,0.0377069849135469,0.0377069849135462,0.0436089697124466,0.0619581384823388,0.3805577085206611,0.0247978340539984,0.05867171097031783,0.11734342194063566,0.0,43
ICE,Intercontinental Exchange Inc.,0.3583638583638583,0.0472268256668095,0.0240997770858346,0.0240997770858339,0.0676056544979728,0.1103869115743946,0.3753676712121508,0.013841075156881,0.05824292856221723,0.11648585712443446,0.0,44
AJG,Arthur J. Gallagher & Co.,0.3253968253968253,0.0314013376579652,0.0193652347481601,0.0193652347481599,0.2020697223312652,0.2153397859378747,0.3750363207386445,0.0076810390771636,0.05813449136854286,0.11626898273708572,0.0,45
LRCX,Lam Research Corporation,0.373015873015873,0.0425878222849671,0.0259428030027016,0.0259428030027014,0.0641865273240109,0.0482830824658446,0.3896445072366686,0.0554283667787724,0.05792807039704333,0.11585614079408665,0.0,46
ABT,Abbott Laboratories,0.2826617826617826,0.0855358797399365,0.0580695728608844,0.0580695728608833,0.0516856237123047,0.0818694147418581,0.3783478374243881,0.0244479634887529,0.05755517093572753,0.11511034187145507,0.0,47
FDS,FactSet Research Systems Inc.,0.2826617826617826,0.01284659680295,0.0034619603812127,0.0034619603812125,0.2850706627408084,0.3744204578208234,0.3558251692884342,0.000657833448415,0.057382065043043815,0.11476413008608763,0.0,48
PPG,"PPG Industries, Inc.",0.2435897435897435,0.0276758970352652,0.0063540821502475,0.0063540821502473,0.0628966752978753,0.0867069049928508,1.0,0.0117374375179872,0.05701656014674858,0.11403312029349716,0.0,49
ALL,Allstate Corporation (The),0.3424908424908425,0.051845440223079,0.0134524271918399,0.0134524271918393,0.156460210478512,0.1445719801654674,0.3785697927403552,0.0062559899358499,0.05700459991976964,0.11400919983953928,0.0,50
FCX,"Freeport-McMoRan, Inc.",0.3540903540903541,0.0788079769393854,0.0148449135139578,0.0148449135139574,0.023626668161414,0.0223292535527134,0.3746325566427568,0.0555739134161141,0.05541799513569041,0.11083599027138082,0.0,51
SHW,Sherwin-Williams Company (The),0.257020757020757,0.0388027587779137,0.0243133673330866,0.0243133673330855,0.2162293591014152,0.2647129240143564,0.3698986120907461,0.0077454179252161,0.05493603466149904,0.10987206932299808,0.0,52
UPS,"United Parcel Service, Inc.",0.2869352869352869,0.0941403216343937,0.0304631030839339,0.0304631030839328,0.1019706836103188,0.0910182633912194,0.369715397202028,0.0202998072999165,0.05462481156080783,0.10924962312161567,0.0,53
DE,Deere & Company,0.1501831501831501,0.1112764834167715,0.0335622695003252,0.0335622695003255,0.2282581727689738,0.333590157852666,0.368989275167946,0.0052525752375311,0.05443394585239189,0.10886789170478378,0.0,54
DPZ,Domino's Pizza Inc,0.2716727716727716,0.0135008984214959,0.0023527001943715,0.0023527001943703,0.1671792953668744,0.3286636717579377,0.3695543355003153,0.0019561960856923,0.05425369645559209,0.10850739291118418,0.0,55
DELL,Dell Technologies Inc.,0.3083028083028083,0.0702689878300003,0.0225163404157327,0.0225163404157315,0.1359053140993833,0.083349986984533,0.3653355389396613,0.0394838294053376,0.05376588953774233,0.10753177907548465,0.0,56
BDX,"Becton, Dickinson and Company",0.2948717948717949,0.0439610646161012,0.017940430420893,0.0179404304208918,0.1248555593655692,0.1715099358856321,0.3765724892537692,0.0092304200401878,0.053695893423151494,0.10739178684630299,0.0,57
CSCO,"Cisco Systems, Inc.",0.2185592185592185,0.1068251577778327,0.0686848648068307,0.0686848648068301,0.0278257123766532,0.0378216191146979,0.3701014625040302,0.0889165153655825,0.053537068812759096,0.10707413762551819,0.0,58
WTW,Willis Towers Watson Public Lim,0.2875457875457875,0.0255738798744413,0.0075991397378301,0.0075991397378302,0.2212896300130973,0.2425155630352376,0.3781041904193999,0.0031187408968715,0.05346884214050503,0.10693768428101005,0.0,59
DLR,"Digital Realty Trust, Inc.",0.2625152625152625,0.0238035097709773,0.0162231813074176,0.0162231813074174,0.118154756030184,0.1335485778768289,0.6403405071323502,0.0089872418387906,0.05338088929858215,0.1067617785971643,0.0,60
TJX,"TJX Companies, Inc. (The)",0.2869352869352869,0.0586242610897594,0.03954497393499,0.0395449739349891,0.048597330923811,0.0880535497815798,0.3710659946593936,0.0251748841718312,0.05333079382536872,0.10666158765073744,0.0,61
PKG,Packaging Corporation of Americ,0.3302808302808303,0.0186204990069724,0.0041015359801687,0.0041015359801676,0.0557540567035596,0.171791107433626,0.3718128352606018,0.0023515711992714,0.05298351638380934,0.10596703276761868,0.0,62
EFX,"Equifax, Inc.",0.3095238095238095,0.019149276215731,0.0076130154639464,0.0076130154639462,0.1677225324851926,0.1960557578115121,0.3689180459843461,0.0052777398707518,0.05268821152510577,0.10537642305021154,0.0,63
CCL,Carnival Corporation,0.3455433455433455,0.0495543171705648,0.0085308888672626,0.0085308888672629,0.0332420486247211,0.0128550447378859,0.3698955676434404,0.1256856888330866,0.05258282532102378,0.10516565064204755,0.0,64
HLT,Hilton Worldwide Holdings Inc.,0.2912087912087912,0.0246719769167362,0.0163530431225869,0.016353043122587,0.1670118086318593,0.1888261745095153,0.3697570800675094,0.0060901765132468,0.05226172399801705,0.1045234479960341,0.0,65
VRSK,"Verisk Analytics, Inc.",0.2954822954822955,0.0167148662692694,0.0097585574692848,0.0097585574692835,0.1318412031122643,0.2104597188760478,0.3708954712508091,0.0026781775584415,0.05212795530285107,0.10425591060570213,0.0,66
INCY,Incyte Corporation,0.398046398046398,0.0073866508006784,0.0019107511939916,0.001910751193991,0.0424742859235874,0.0460541149978549,0.357278899431009,0.0098935257142621,0.052127267672313925,0.10425453534462785,0.0,67
SO,Southern Company (The),0.2783882783882784,0.1017992284844197,0.0254617844668935,0.0254617844668928,0.0317997462147943,0.057088948994253,0.373824940986574,0.018449825021329,0.051954354245103536,0.10390870849020707,0.0,68
ESS,"Essex Property Trust, Inc.",0.2991452991452991,0.0148707072371636,0.0036229786546245,0.0036229786546239,0.1397616212167589,0.2158054885746109,0.3785115574532751,0.0010495782334176,0.05185258257640869,0.10370516515281739,0.0,69
EQT,EQT Corporation,0.3717948717948718,0.0257203517077624,0.0056744384712542,0.0056744384712537,0.0217009577547813,0.0255843893807178,0.3698266436087338,0.0329307352658506,0.051307833269157964,0.10261566653831593,0.0,70
FTNT,"Fortinet, Inc.",0.3321123321123321,0.0193689336918962,0.0205112031146265,0.020511203114626,0.0929614250313909,0.0684176952141359,0.375164780280601,0.0211126724517502,0.05106840478433495,0.1021368095686699,0.0,71
FSLR,"First Solar, Inc.",0.3186813186813187,0.0192894061002027,0.0038137292936867,0.003813729293686,0.1973983748547531,0.1357243549022237,0.3871381284258751,0.0108960153222004,0.05062396805851312,0.10124793611702625,0.0,72
ANET,"Arista Networks, Inc.",0.3748473748473748,0.0274092670565678,0.0410535564660337,0.0410535564660336,0.1578744888325114,0.0799540507277617,0.0,0.0341781233370548,0.05055062160369957,0.10110124320739915,0.0,73
UHS,"Universal Health Services, Inc.",0.3211233211233211,0.0222503095207593,0.0014912395843001,0.0014912395842989,0.1067262075609681,0.1339735230155541,0.3749954502362838,0.0026955022646558,0.0501457412273352,0.1002914824546704,0.0,74
LEN,Lennar Corporation,0.300976800976801,0.0470557755232087,0.0092150655032789,0.0092150655032781,0.060051627114054,0.1008522056602208,0.3762209674628961,0.0115893637783777,0.049746991651455436,0.09949398330291087,0.0,75
LH,Labcorp Holdings Inc.,0.2979242979242979,0.0189732601362578,0.0036905368855015,0.0036905368855018,0.0646687803977699,0.1723652257349779,0.3693096058654235,0.0019503309830966,0.04966876454343627,0.09933752908687254,0.0,76
STZ,"Constellation Brands, Inc.",0.2704517704517705,0.035075137761173,0.0104387187738948,0.0104387187738942,0.0438313857487218,0.1715888957500755,0.3697552319869583,0.0075797706926241,0.04925444004784255,0.0985088800956851,0.0,77
PHM,"PulteGroup, Inc.",0.3247863247863248,0.0343581456244718,0.0047674096978952,0.0047674096978943,0.0488681934483017,0.078997852538612,0.3645052217984024,0.0088467703955746,0.049054297286932134,0.09810859457386427,0.0,78
EIX,Edison International,0.3174603174603175,0.0536710686988285,0.007234275892688,0.0072342758926867,0.0366862662112812,0.0544495684504723,0.3684333562322177,0.0095314728813776,0.04902810243271052,0.09805620486542103,0.0,79
MO,"Altria Group, Inc.",0.2606837606837607,0.0956531985598074,0.02560168274414,0.0256016827441391,0.0168647214824955,0.0341646032942082,0.3697560257283013,0.0385917144863581,0.04899954204205948,0.09799908408411896,0.0,80
WST,"West Pharmaceutical Services, I",0.2521367521367521,0.0122177160466081,0.0051729954987033,0.0051729954987021,0.1978915538531497,0.2536444444364335,0.3694950215235708,0.0020641239464605,0.04887715410054871,0.09775430820109741,0.0,81
GDDY,GoDaddy Inc.,0.2973137973137973,0.0141880828400068,0.0066423710000143,0.0066423710000132,0.1366430580004465,0.1540138652922259,0.370086046905958,0.0050552618885276,0.04887106757885578,0.09774213515771156,0.0,82
FFIV,"F5, Inc.",0.2869352869352869,0.0124897267201639,0.00237358875216,0.0023735887521598,0.1223089742931417,0.1910396442395669,0.3697699468008517,0.0020056451055545,0.048832668520003474,0.09766533704000695,0.0,83
HIG,Hartford Financial Services Gro,0.3107448107448107,0.0377422977890068,0.007522322105447,0.0075223221054471,0.0735513161871212,0.0780595593875801,0.3875814077364483,0.0077382002332386,0.04881946989309481,0.09763893978618962,0.0,84
IRM,Iron Mountain Incorporated (Del,0.3272283272283273,0.0213624301648626,0.0072514328177255,0.0072514328177257,0.0899268466169871,0.0747224642084071,0.3646405149771488,0.0080011335341153,0.048464894331058224,0.09692978866211645,0.0,85
IQV,"IQVIA Holdings, Inc.",0.278998778998779,0.0273631398989498,0.0087587573692055,0.0087587573692049,0.1872164413634196,0.1475650271458606,0.3714054590157682,0.006233851570856,0.048085161119638564,0.09617032223927713,0.0,86
HPE,Hewlett Packard Enterprise Comp,0.3144078144078144,0.0425063824262541,0.0065167771075979,0.0065167771075982,0.0183367879779749,0.0086734153451166,0.3722595762922408,0.0674639978705417,0.04703303681021559,0.09406607362043118,0.0,87
PEG,Public Service Enterprise Group,0.2991452991452991,0.0362221535041217,0.0107559784823951,0.0107559784823945,0.0635171621775375,0.058802554813431,0.3824040686254434,0.0109527898887856,0.04701863740322555,0.0940372748064511,0.0,88
BRO,"Brown & Brown, Inc.",0.3131868131868132,0.0179171608664288,0.0068234074487173,0.0068234074487172,0.0371469154508783,0.0729640174047857,0.3712761463405826,0.0054106724974827,0.04675135084216199,0.09350270168432398,0.0,89
EA,Electronic Arts Inc.,0.2881562881562881,0.0205479533740181,0.0096577847206221,0.0096577847206211,0.0563039388311068,0.1084643090664967,0.3697633700880588,0.0087077267268971,0.04669038590047217,0.09338077180094434,0.0,90
TTWO,"Take-Two Interactive Software, ",0.2777777777777778,0.0080056835331569,0.0075905149254214,0.007590514925421,0.1051186616760379,0.1356983347483011,0.4081753450950001,0.0061734482200468,0.04666041785186896,0.09332083570373792,0.0,91
WMB,"Williams Companies, Inc. (The)",0.2802197802197802,0.0494524884862789,0.0176900626247174,0.0176900626247166,0.0229520564204053,0.0339129624306618,0.3729971622012148,0.0353874372591391,0.046289687160198455,0.09257937432039691,0.0,92
UAL,"United Airlines Holdings, Inc.",0.268009768009768,0.0612281394165958,0.007612896011881,0.0076128960118798,0.0777037373265574,0.0687103916528389,0.3824610750490725,0.027853511120809,0.04622840589589256,0.09245681179178512,0.0,93
ED,"Consolidated Edison, Inc.",0.2875457875457875,0.0472122760519212,0.0073574421707338,0.0073574421707333,0.0320982017914308,0.0627641565210246,0.371216912449091,0.010126314706642,0.04607090428902744,0.09214180857805487,0.0,94
GPN,Global Payments Inc.,0.2838827838827839,0.0384852330770054,0.0065431430403014,0.0065431430403003,0.070703163322923,0.0801224358855454,0.3768746198335848,0.0087634207202763,0.04590321513322274,0.09180643026644549,0.0,95
NTAP,"NetApp, Inc.",0.2991452991452991,0.0183077428016536,0.005197544764579,0.0051975447645781,0.098670572484224,0.0852045396627589,0.374063526575928,0.0074756944793215,0.045865949848859916,0.09173189969771983,0.0,96
EXPE,"Expedia Group, Inc.",0.2728937728937728,0.0193114735126481,0.0050852455137526,0.005085245513752,0.1706505453353139,0.1376652806048036,0.3721196566750984,0.0061985986941266,0.045841745044359554,0.09168349008871911,0.0,97
CSGP,"CoStar Group, Inc.",0.3192918192918193,0.0080398685646183,0.0067790198077946,0.0067790198077949,0.0413463155851542,0.0480434980610945,0.3823131066257015,0.0118583920492589,0.04580548741262626,0.09161097482525252,0.0,98
KIM,Kimco Realty Corporation (HC),0.336996336996337,0.0154990573254426,0.0026777868128126,0.0026777868128127,0.0080701935739957,0.0101080244073015,0.3716792136685508,0.0190506344840377,0.04553737844514357,0.09107475689028714,0.0,99
OMC,Omnicom Group Inc.,0.3046398046398046,0.0244072256891806,0.0031839201453685,0.0031839201453675,0.0579185426760364,0.0618158451273818,0.3719418498171458,0.0121623312147442,0.04546550719464058,0.09093101438928115,0.0,100
FOXA,Fox Corporation,0.3205128205128205,0.0288105472813527,0.0045488043303354,0.0045488043303353,0.0249781865939985,0.0307003341719291,0.3360905787809301,0.0182655393045543,0.04528831340766737,0.09057662681533474,0.0,101
IR,Ingersoll Rand Inc.,0.2954822954822955,0.0206286884683037,0.0091796305457986,0.0091796305457978,0.0665467562733395,0.0645634914750461,0.3682331899211978,0.0130507851458508,0.0452325997156506,0.0904651994313012,0.0,102
FOX,Fox Corporation,0.3205128205128205,0.0288105472813527,0.0045473659283814,0.0045473659283808,0.0216531143443431,0.0284464196688479,0.3504987992080888,0.0051326104082984,0.04520728421049275,0.0904145684209855,0.0,103
PAYX,"Paychex, Inc.",0.268009768009768,0.023957727496023,0.0131449749956248,0.0131449749956241,0.0643348737097026,0.1018921589475725,0.3728284927672148,0.0086272758340637,0.0452005547749328,0.0904011095498656,0.0,104
SBUX,Starbucks Corporation,0.2332112332112332,0.0555330619018327,0.0281813471509908,0.0281813471509909,0.0402110904724938,0.061175030277595,0.3648450255827751,0.0412801066573409,0.04492518485629205,0.0898503697125841,0.0,105
DOV,Dover Corporation,0.2606837606837607,0.0196455998139578,0.0057700940676367,0.0057700940676357,0.0640632745304217,0.141253697558297,0.3735360044150141,0.0031691763608747,0.04488762456188043,0.08977524912376086,0.0,106
EMN,Eastman Chemical Company,0.3058608058608059,0.0190496307184756,0.0011130649217676,0.0011130649217668,0.066911089232624,0.0641530745091524,0.369767979674801,0.0041163727985316,0.044736525165522296,0.08947305033104459,0.0,107
IEX,IDEX Corporation,0.2564102564102564,0.0130759785386179,0.0027674439868594,0.0027674439868596,0.1360580478975009,0.1594323105033241,0.3739451910133704,0.002014932833863,0.04440745925079795,0.0888149185015959,0.0,108
GLW,Corning Incorporated,0.2948717948717949,0.025762989490118,0.0101873679867644,0.0101873679867635,0.0113436651802492,0.0289996259205366,0.3697830150102072,0.0204506087571731,0.04415333078716429,0.08830666157432858,0.0,109
PNW,Pinnacle West Capital Corporati,0.3015873015873016,0.0211892647969832,0.0008165049496919,0.0008165049496916,0.0283633654046271,0.0587812517607826,0.3672844586961734,0.0048539666538347,0.044112923982747014,0.08822584796549403,0.0,110
BEN,"Franklin Resources, Inc.",0.3217338217338217,0.0190816337266523,0.0011435143108834,0.0011435143108829,0.0166158385971896,0.0078209456042419,0.3745386640309372,0.0188504222197538,0.04400180628599295,0.0880036125719859,0.0,111
ALLE,Allegion plc,0.2857142857142857,0.0132629049672641,0.0013725362718327,0.0013725362718315,0.0485942432557207,0.0961031586527702,0.3726858820093174,0.0032773488181054,0.0439762655880723,0.0879525311761446,0.0,112
FRT,Federal Realty Investment Trust,0.2881562881562881,0.0121764463637584,0.0007920723362239,0.0007920723362239,0.0680540374941722,0.0800286310862249,0.3810605203578437,0.0023899292354105,0.043435365937486876,0.08687073187497375,0.0,113
BKR,Baker Hughes Company,0.2771672771672772,0.0383459895012984,0.0100021948881512,0.0100021948881506,0.0188610804841864,0.0234824825022172,0.3697543421475762,0.030497450988526,0.043273425116061165,0.08654685023212233,0.0,114
HST,"Host Hotels & Resorts, Inc.",0.3089133089133089,0.0178204247335532,0.0017993248142472,0.0017993248142459,0.017022646063348,0.0059853212121139,0.3697676954703585,0.0370742524773686,0.04296807622778327,0.08593615245556654,0.0,115
DTE,DTE Energy Company,0.2564102564102564,0.0318799276329266,0.005442940990679,0.0054429409906785,0.0805177205537922,0.0865487056562146,0.3797249248337243,0.0065880322699346,0.042833720572499165,0.08566744114499833,0.0,116
VLTO,Veralto Corp,0.2814407814407814,0.0160020710652478,0.0057140548731693,0.0057140548731693,0.0685787284936975,0.0739166960285997,0.348275274122072,0.0071793016254003,0.04278354090006392,0.08556708180012784,0.0,117
DG,Dollar General Corporation,0.2783882783882784,0.0288067581251846,0.002986238175783,0.0029862381757831,0.0585586315290987,0.0519593193680333,0.3663848049562285,0.0179171190367295,0.04265278449280975,0.0853055689856195,0.0,118
FAST,Fastenal Company,0.2741147741147741,0.0191165460992086,0.01090310485389,0.0109031048538903,0.0322750827669731,0.0507365665882213,0.3720918510329994,0.0120881943495119,0.04262201356097541,0.08524402712195082,0.0,119
DHI,"D.R. Horton, Inc.",0.2234432234432234,0.0519174472242255,0.0114886762985134,0.0114886762985126,0.0674217327085282,0.1019169739199389,0.3681215492883536,0.0128799065393673,0.04258231742260619,0.08516463484521238,0.0,120
IFF,International Flavors & Fragran,0.2753357753357753,0.0204461256207288,0.0045415513502402,0.0045415513502404,0.0382718162180553,0.059386213821038,0.3691047808719528,0.0084997932048387,0.04215769470063992,0.08431538940127983,0.0,121
XYL,Xylem Inc.,0.2606837606837607,0.0190859973077235,0.0065271943231336,0.0065271943231339,0.0396479509103516,0.084205230296076,0.3716871737071601,0.0062965140075096,0.04213875872259594,0.08427751744519188,0.0,122
EQR,Equity Residential,0.2735042735042735,0.0198655766219573,0.0063588714314942,0.0063588714314933,0.0412659402312546,0.0479302211183167,0.3825269564250289,0.0071487351258262,0.04193257965648544,0.08386515931297088,0.0,123
HII,"Huntington Ingalls Industries, ",0.238095238095238,0.0145910298065944,0.0001458212643585,0.0001458212643576,0.1661929900474653,0.1421345479582987,0.3760369507610023,0.0025455070971274,0.041497013079040294,0.08299402615808059,0.0,124
